#num,year,month,date,time[second],SeaIceExtent[km2]
0,1989,01,01,0,6991995
1,1989,01,02,86400,6729601
2,1989,01,03,172800,6524340
3,1989,01,04,259200,6293637
4,1989,01,05,345600,6072322
5,1989,01,06,432000,5785457
6,1989,01,07,518400,5541570
7,1989,01,08,604800,5395461
8,1989,01,09,691200,5287911
9,1989,01,10,777600,5205142
10,1989,01,11,864000,5141460
11,1989,01,12,950400,5100523
12,1989,01,13,1036800,5020696
13,1989,01,14,1123200,4806207
14,1989,01,15,1209600,4528162
15,1989,01,16,1296000,4448729
16,1989,01,17,1382400,4385264
17,1989,01,18,1468800,4323974
18,1989,01,19,1555200,4241904
19,1989,01,20,1641600,4159333
20,1989,01,21,1728000,4069767
21,1989,01,22,1814400,3984721
22,1989,01,23,1900800,3905338
23,1989,01,24,1987200,3832871
24,1989,01,25,2073600,3753392
25,1989,01,26,2160000,3695344
26,1989,01,27,2246400,3633038
27,1989,01,28,2332800,3564759
28,1989,01,29,2419200,3531503
29,1989,01,30,2505600,3498488
30,1989,01,31,2592000,3449430
31,1989,02,01,2678400,3410156
32,1989,02,02,2764800,3391562
33,1989,02,03,2851200,3353774
34,1989,02,04,2937600,3317037
35,1989,02,05,3024000,3283039
36,1989,02,06,3110400,3209715
37,1989,02,07,3196800,3155760
38,1989,02,08,3283200,3111469
39,1989,02,09,3369600,3059007
40,1989,02,10,3456000,3003377
41,1989,02,11,3542400,2973589
42,1989,02,12,3628800,2922563
43,1989,02,13,3715200,2860900
44,1989,02,14,3801600,2799572
45,1989,02,15,3888000,2769820
46,1989,02,16,3974400,2741923
47,1989,02,17,4060800,2740675
48,1989,02,18,4147200,2753542
49,1989,02,19,4233600,2764259
50,1989,02,20,4320000,2784271
51,1989,02,21,4406400,2798706
52,1989,02,22,4492800,2822014
53,1989,02,23,4579200,2845272
54,1989,02,24,4665600,2867799
55,1989,02,25,4752000,2895067
56,1989,02,26,4838400,2937536
57,1989,02,27,4924800,2999917
58,1989,02,28,5011200,3057876
59,1989,03,01,5097600,3113331
60,1989,03,02,5184000,3170687
61,1989,03,03,5270400,3252606
62,1989,03,04,5356800,3300442
63,1989,03,05,5443200,3368158
64,1989,03,06,5529600,3409366
65,1989,03,07,5616000,3455671
66,1989,03,08,5702400,3475576
67,1989,03,09,5788800,3508498
68,1989,03,10,5875200,3539822
69,1989,03,11,5961600,3566901
70,1989,03,12,6048000,3649700
71,1989,03,13,6134400,3728091
72,1989,03,14,6220800,3794774
73,1989,03,15,6307200,3884627
74,1989,03,16,6393600,3935847
75,1989,03,17,6480000,3983853
76,1989,03,18,6566400,4059290
77,1989,03,19,6652800,4113327
78,1989,03,20,6739200,4190873
79,1989,03,21,6825600,4261943
80,1989,03,22,6912000,4330830
81,1989,03,23,6998400,4417960
82,1989,03,24,7084800,4530117
83,1989,03,25,7171200,4634282
84,1989,03,26,7257600,4716845
85,1989,03,27,7340400,4775639
86,1989,03,28,7426800,4818282
87,1989,03,29,7513200,4874700
88,1989,03,30,7599600,4916831
89,1989,03,31,7686000,4968066
90,1989,04,01,7772400,5019323
91,1989,04,02,7858800,5078661
92,1989,04,03,7945200,5163634
93,1989,04,04,8031600,5244780
94,1989,04,05,8118000,5328689
95,1989,04,06,8204400,5405752
96,1989,04,07,8290800,5471253
97,1989,04,08,8377200,5521895
98,1989,04,09,8463600,5572995
99,1989,04,10,8550000,5649844
100,1989,04,11,8636400,5745893
101,1989,04,12,8722800,5841993
102,1989,04,13,8809200,5907966
103,1989,04,14,8895600,6027386
104,1989,04,15,8982000,6152332
105,1989,04,16,9068400,6268841
106,1989,04,17,9154800,6391151
107,1989,04,18,9241200,6520212
108,1989,04,19,9327600,6652230
109,1989,04,20,9414000,6779647
110,1989,04,21,9500400,6913402
111,1989,04,22,9586800,7011316
112,1989,04,23,9673200,7114998
113,1989,04,24,9759600,7242086
114,1989,04,25,9846000,7365429
115,1989,04,26,9932400,7508417
116,1989,04,27,10018800,7635280
117,1989,04,28,10105200,7763798
118,1989,04,29,10191600,7928207
119,1989,04,30,10278000,8133536
120,1989,05,01,10364400,8319092
121,1989,05,02,10450800,8486363
122,1989,05,03,10537200,8590298
123,1989,05,04,10623600,8704784
124,1989,05,05,10710000,8848575
125,1989,05,06,10796400,8992763
126,1989,05,07,10882800,9121067
127,1989,05,08,10969200,9261653
128,1989,05,09,11055600,9420887
129,1989,05,10,11142000,9553338
130,1989,05,11,11228400,9700847
131,1989,05,12,11314800,9854491
132,1989,05,13,11401200,10006041
133,1989,05,14,11487600,10133078
134,1989,05,15,11574000,10264685
135,1989,05,16,11660400,10395888
136,1989,05,17,11746800,10512518
137,1989,05,18,11833200,10633425
138,1989,05,19,11919600,10771139
139,1989,05,20,12006000,10892623
140,1989,05,21,12092400,11017413
141,1989,05,22,12178800,11123271
142,1989,05,23,12265200,11253779
143,1989,05,24,12351600,11384945
144,1989,05,25,12438000,11522942
145,1989,05,26,12524400,11656431
146,1989,05,27,12610800,11769473
147,1989,05,28,12697200,11886924
148,1989,05,29,12783600,11960696
149,1989,05,30,12870000,12038974
150,1989,05,31,12956400,12135574
151,1989,06,01,13042800,12198140
152,1989,06,02,13129200,12267651
153,1989,06,03,13215600,12346262
154,1989,06,04,13302000,12403128
155,1989,06,05,13388400,12457493
156,1989,06,06,13474800,12489176
157,1989,06,08,13647600,12768788
158,1989,06,09,13734000,12821278
159,1989,06,10,13820400,12988744
160,1989,06,11,13906800,13076536
161,1989,06,12,13993200,13228342
162,1989,06,13,14079600,13363820
163,1989,06,14,14166000,13425299
164,1989,06,15,14252400,13503577
165,1989,06,16,14338800,13668239
166,1989,06,17,14425200,13849673
167,1989,06,18,14511600,14000688
168,1989,06,19,14598000,14121706
169,1989,06,20,14684400,14212139
170,1989,06,21,14770800,14285165
171,1989,06,22,14857200,14377494
172,1989,06,23,14943600,14402011
173,1989,06,24,15030000,14480074
174,1989,06,25,15116400,14564602
175,1989,06,26,15202800,14625621
176,1989,06,27,15289200,14714303
177,1989,06,28,15375600,14780600
178,1989,06,29,15462000,14838731
179,1989,06,30,15548400,14908506
180,1989,07,01,15634800,14935944
181,1989,07,02,15721200,14992155
182,1989,07,03,15807600,15023981
183,1989,07,04,15894000,15032643
184,1989,07,05,15980400,15058847
185,1989,07,06,16066800,15081672
186,1989,07,07,16153200,15104908
187,1989,07,08,16239600,15146013
188,1989,07,09,16326000,15174022
189,1989,07,10,16412400,15207610
190,1989,07,11,16498800,15266782
191,1989,07,12,16585200,15313951
192,1989,07,13,16671600,15391036
193,1989,07,14,16758000,15440202
194,1989,07,15,16844400,15525377
195,1989,07,16,16930800,15589448
196,1989,07,17,17017200,15659640
197,1989,07,18,17103600,15695866
198,1989,07,19,17190000,15798720
199,1989,07,20,17276400,15836871
200,1989,07,21,17362800,15892298
201,1989,07,25,17708400,16283740
202,1989,07,26,17794800,16374424
203,1989,07,27,17881200,16463279
204,1989,07,28,17967600,16545698
205,1989,07,29,18054000,16632359
206,1989,07,30,18140400,16686844
207,1989,07,31,18226800,16740600
208,1989,08,01,18313200,16772004
209,1989,08,02,18399600,16800603
210,1989,08,03,18486000,16838084
211,1989,08,04,18572400,16872960
212,1989,08,05,18658800,16916093
213,1989,08,06,18745200,16978567
214,1989,08,07,18831600,17044671
215,1989,08,08,18918000,17090255
216,1989,08,09,19004400,17178713
217,1989,08,10,19090800,17238328
218,1989,08,11,19177200,17302533
219,1989,08,12,19263600,17333026
220,1989,08,13,19350000,17382082
221,1989,08,14,19436400,17437365
222,1989,08,15,19522800,17524853
223,1989,08,16,19609200,17606823
224,1989,08,17,19695600,17666964
225,1989,08,18,19782000,17680934
226,1989,08,19,19868400,17669744
227,1989,08,20,19954800,17653333
228,1989,08,21,20041200,17677184
229,1989,08,22,20127600,17714892
230,1989,08,23,20214000,17740380
231,1989,08,24,20300400,17742852
232,1989,08,25,20386800,17783409
233,1989,08,26,20473200,17834828
234,1989,08,27,20559600,17905262
235,1989,08,28,20646000,17963813
236,1989,08,29,20732400,18014982
237,1989,08,30,20818800,18058161
238,1989,08,31,20905200,18065411
239,1989,09,01,20991600,18042162
240,1989,09,02,21078000,18018479
241,1989,09,03,21164400,18014622
242,1989,09,04,21250800,18028899
243,1989,09,05,21337200,18071233
244,1989,09,06,21423600,18097963
245,1989,09,07,21510000,18089657
246,1989,09,08,21596400,18083863
247,1989,09,09,21682800,18073447
248,1989,09,10,21769200,18073555
249,1989,09,11,21855600,18096146
250,1989,09,12,21942000,18093075
251,1989,09,13,22028400,18081520
252,1989,09,14,22114800,18093767
253,1989,09,15,22201200,18068469
254,1989,09,16,22287600,18038324
255,1989,09,17,22374000,18010620
256,1989,09,18,22460400,18022471
257,1989,09,19,22546800,18060416
258,1989,09,20,22633200,18088528
259,1989,09,21,22719600,18111206
260,1989,09,22,22806000,18133877
261,1989,09,23,22892400,18114049
262,1989,09,24,22978800,18113062
263,1989,09,25,23068800,18059138
264,1989,09,26,23155200,17995564
265,1989,09,27,23241600,17939042
266,1989,09,28,23328000,17878273
267,1989,09,29,23414400,17837691
268,1989,09,30,23500800,17833648
269,1989,10,01,23587200,17847803
270,1989,10,02,23673600,17851635
271,1989,10,03,23760000,17858371
272,1989,10,04,23846400,17873240
273,1989,10,05,23932800,17901037
274,1989,10,06,24019200,17911665
275,1989,10,07,24105600,17929404
276,1989,10,08,24192000,17931689
277,1989,10,09,24278400,17939557
278,1989,10,10,24364800,17941351
279,1989,10,11,24451200,17952218
280,1989,10,12,24537600,17952369
281,1989,10,13,24624000,17965918
282,1989,10,14,24710400,17967254
283,1989,10,15,24796800,17959517
284,1989,10,16,24883200,17948132
285,1989,10,17,24969600,17913475
286,1989,10,18,25056000,17907550
287,1989,10,19,25142400,17868922
288,1989,10,20,25228800,17808428
289,1989,10,21,25315200,17780501
290,1989,10,22,25401600,17768220
291,1989,10,24,25574400,17649333
292,1989,10,25,25660800,17536106
293,1989,10,26,25747200,17460798
294,1989,10,27,25833600,17361268
295,1989,10,28,25920000,17227607
296,1989,10,29,26006400,17086207
297,1989,10,30,26092800,16999788
298,1989,10,31,26179200,16896505
299,1989,11,01,26265600,16829677
300,1989,11,02,26352000,16774460
301,1989,11,03,26438400,16728599
302,1989,11,04,26524800,16682662
303,1989,11,05,26611200,16629969
304,1989,11,06,26697600,16566839
305,1989,11,07,26784000,16499084
306,1989,11,08,26870400,16447196
307,1989,11,09,26956800,16370898
308,1989,11,10,27043200,16273397
309,1989,11,11,27129600,16189114
310,1989,11,12,27216000,16118938
311,1989,11,13,27302400,16045551
312,1989,11,14,27388800,15955782
313,1989,11,15,27475200,15870878
314,1989,11,16,27561600,15757206
315,1989,11,17,27648000,15631524
316,1989,11,18,27734400,15517050
317,1989,11,19,27820800,15382094
318,1989,11,20,27907200,15261119
319,1989,11,21,27993600,15114447
320,1989,11,22,28080000,14972967
321,1989,11,23,28166400,14859115
322,1989,11,24,28252800,14705282
323,1989,11,25,28339200,14568768
324,1989,11,26,28425600,14415698
325,1989,11,27,28512000,14247265
326,1989,11,28,28598400,14008323
327,1989,11,29,28684800,13786294
328,1989,11,30,28771200,13597225
329,1989,12,01,28857600,13349983
330,1989,12,02,28944000,13174400
331,1989,12,03,29030400,12971386
332,1989,12,04,29116800,12767212
333,1989,12,05,29203200,12526478
334,1989,12,06,29289600,12264850
335,1989,12,07,29376000,11976056
336,1989,12,08,29462400,11737117
337,1989,12,09,29548800,11513014
338,1989,12,10,29635200,11272403
339,1989,12,11,29721600,10956478
340,1989,12,12,29808000,10682043
341,1989,12,13,29894400,10389310
342,1989,12,14,29980800,10104340
343,1989,12,15,30067200,9819740
344,1989,12,16,30153600,9426378
345,1989,12,17,30240000,9127207
346,1989,12,18,30326400,8858535
347,1989,12,19,30412800,8628204
348,1989,12,20,30499200,8471966
349,1989,12,21,30585600,8300971
350,1989,12,22,30672000,8133494
351,1989,12,23,30758400,7963990
352,1989,12,24,30844800,7808442
353,1989,12,25,30931200,7663556
354,1989,12,26,31017600,7517035
355,1989,12,27,31104000,7370267
356,1989,12,28,31190400,7233242
357,1989,12,29,31276800,7104321
358,1989,12,30,31363200,6952018
359,1989,12,31,31449600,6817852
360,1990,01,01,31536000,6688163
361,1990,01,02,31622400,6552409
362,1990,01,03,31708800,6438592
363,1990,01,04,31795200,6307834
364,1990,01,05,31881600,6185196
365,1990,01,06,31968000,6026711
366,1990,01,07,32054400,5880651
367,1990,01,08,32140800,5754149
368,1990,01,09,32227200,5599801
369,1990,01,10,32313600,5453421
370,1990,01,11,32400000,5355440
371,1990,01,12,32486400,5233403
372,1990,01,13,32572800,5114408
373,1990,01,14,32659200,4980488
374,1990,01,15,32745600,4840834
375,1990,01,16,32832000,4669694
376,1990,01,17,32918400,4508618
377,1990,01,18,33004800,4368832
378,1990,01,19,33091200,4249459
379,1990,01,20,33177600,4156032
380,1990,01,21,33264000,4073924
381,1990,01,22,33350400,4000268
382,1990,01,23,33436800,3918114
383,1990,01,24,33523200,3848038
384,1990,01,25,33609600,3784815
385,1990,01,26,33696000,3740218
386,1990,01,27,33782400,3686057
387,1990,01,28,33868800,3649593
388,1990,01,29,33955200,3603832
389,1990,01,30,34041600,3558946
390,1990,01,31,34128000,3487848
391,1990,02,01,34214400,3435940
392,1990,02,02,34300800,3395405
393,1990,02,03,34387200,3338664
394,1990,02,04,34473600,3296169
395,1990,02,05,34560000,3243446
396,1990,02,06,34646400,3195661
397,1990,02,07,34732800,3165877
398,1990,02,08,34819200,3135309
399,1990,02,09,34905600,3106693
400,1990,02,10,34992000,3075551
401,1990,02,11,35078400,3037141
402,1990,02,12,35164800,2997582
403,1990,02,13,35251200,2957457
404,1990,02,14,35337600,2928795
405,1990,02,15,35424000,2888844
406,1990,02,16,35510400,2869725
407,1990,02,17,35596800,2835222
408,1990,02,18,35683200,2792911
409,1990,02,19,35769600,2756495
410,1990,02,20,35856000,2746518
411,1990,02,21,35942400,2756278
412,1990,02,22,36028800,2760740
413,1990,02,23,36115200,2761815
414,1990,02,24,36201600,2771396
415,1990,02,25,36288000,2795767
416,1990,02,26,36374400,2825281
417,1990,02,27,36460800,2854859
418,1990,02,28,36547200,2865872
419,1990,03,01,36633600,2889726
420,1990,03,02,36720000,2920971
421,1990,03,03,36806400,2964826
422,1990,03,04,36892800,3013362
423,1990,03,05,36979200,3047477
424,1990,03,06,37065600,3107814
425,1990,03,07,37152000,3150878
426,1990,03,08,37238400,3188279
427,1990,03,09,37324800,3243244
428,1990,03,10,37411200,3370624
429,1990,03,11,37497600,3490380
430,1990,03,12,37584000,3578742
431,1990,03,13,37670400,3669967
432,1990,03,14,37756800,3756508
433,1990,03,15,37843200,3838954
434,1990,03,16,37929600,3913089
435,1990,03,17,38016000,3996978
436,1990,03,18,38102400,4082068
437,1990,03,19,38188800,4156095
438,1990,03,20,38275200,4263046
439,1990,03,21,38361600,4385407
440,1990,03,22,38448000,4502348
441,1990,03,23,38534400,4589164
442,1990,03,24,38620800,4703736
443,1990,03,25,38707200,4828084
444,1990,03,26,38790000,4934430
445,1990,03,27,38876400,5015374
446,1990,03,28,38962800,5102409
447,1990,03,29,39049200,5216124
448,1990,03,30,39135600,5358268
449,1990,03,31,39222000,5502948
450,1990,04,01,39308400,5609105
451,1990,04,02,39394800,5735509
452,1990,04,03,39481200,5846099
453,1990,04,04,39567600,5954100
454,1990,04,05,39654000,6048156
455,1990,04,06,39740400,6142742
456,1990,04,07,39826800,6210427
457,1990,04,08,39913200,6284826
458,1990,04,09,39999600,6386359
459,1990,04,10,40086000,6491276
460,1990,04,11,40172400,6583365
461,1990,04,12,40258800,6699871
462,1990,04,13,40345200,6798275
463,1990,04,14,40431600,6881863
464,1990,04,15,40518000,6967401
465,1990,04,16,40604400,7048457
466,1990,04,17,40690800,7138756
467,1990,04,18,40777200,7234860
468,1990,04,19,40863600,7330639
469,1990,04,20,40950000,7395769
470,1990,04,21,41036400,7476711
471,1990,04,22,41122800,7618824
472,1990,04,23,41209200,7782579
473,1990,04,24,41295600,7934757
474,1990,04,25,41382000,8046131
475,1990,04,26,41468400,8147607
476,1990,04,27,41554800,8226363
477,1990,04,28,41641200,8300354
478,1990,04,29,41727600,8325629
479,1990,04,30,41814000,8319936
480,1990,05,01,41900400,8358812
481,1990,05,02,41986800,8401190
482,1990,05,03,42073200,8490268
483,1990,05,04,42159600,8585417
484,1990,05,05,42246000,8684569
485,1990,05,06,42332400,8779184
486,1990,05,07,42418800,8856527
487,1990,05,08,42505200,8920177
488,1990,05,09,42591600,8972488
489,1990,05,10,42678000,9061396
490,1990,05,11,42764400,9139734
491,1990,05,12,42850800,9248042
492,1990,05,13,42937200,9384792
493,1990,05,14,43023600,9511086
494,1990,05,15,43110000,9633327
495,1990,05,16,43196400,9713573
496,1990,05,17,43282800,9794052
497,1990,05,18,43369200,9896559
498,1990,05,19,43455600,10023374
499,1990,05,20,43542000,10165531
500,1990,05,21,43628400,10303880
501,1990,05,22,43714800,10424403
502,1990,05,23,43801200,10544865
503,1990,05,24,43887600,10656721
504,1990,05,25,43974000,10766070
505,1990,05,26,44060400,10888526
506,1990,05,27,44146800,11010845
507,1990,05,28,44233200,11114272
508,1990,05,29,44319600,11218204
509,1990,05,30,44406000,11311044
510,1990,05,31,44492400,11448320
511,1990,06,01,44578800,11596275
512,1990,06,02,44665200,11693293
513,1990,06,03,44751600,11783840
514,1990,06,04,44838000,11895702
515,1990,06,05,44924400,11985787
516,1990,06,06,45010800,12074263
517,1990,06,07,45097200,12131413
518,1990,06,08,45183600,12224709
519,1990,06,09,45270000,12323012
520,1990,06,10,45356400,12433704
521,1990,06,11,45442800,12543990
522,1990,06,12,45529200,12656919
523,1990,06,13,45615600,12787500
524,1990,06,14,45702000,12949828
525,1990,06,15,45788400,13084959
526,1990,06,16,45874800,13260962
527,1990,06,17,45961200,13412000
528,1990,06,18,46047600,13546346
529,1990,06,19,46134000,13659376
530,1990,06,20,46220400,13759025
531,1990,06,21,46306800,13845659
532,1990,06,22,46393200,13919373
533,1990,06,23,46479600,13973497
534,1990,06,24,46566000,14041858
535,1990,06,25,46652400,14127110
536,1990,06,26,46738800,14182122
537,1990,06,27,46825200,14248087
538,1990,06,28,46911600,14258087
539,1990,06,29,46998000,14294546
540,1990,06,30,47084400,14351440
541,1990,07,01,47170800,14434870
542,1990,07,02,47257200,14568072
543,1990,07,03,47343600,14696921
544,1990,07,04,47430000,14773293
545,1990,07,05,47516400,14792324
546,1990,07,06,47602800,14803340
547,1990,07,07,47689200,14845986
548,1990,07,08,47775600,14898099
549,1990,07,09,47862000,15007634
550,1990,07,10,47948400,15145901
551,1990,07,11,48034800,15226255
552,1990,07,12,48121200,15317078
553,1990,07,13,48207600,15385748
554,1990,07,14,48294000,15454398
555,1990,07,15,48380400,15505806
556,1990,07,16,48466800,15565511
557,1990,07,17,48553200,15623170
558,1990,07,18,48639600,15727285
559,1990,07,19,48726000,15807088
560,1990,07,20,48812400,15903430
561,1990,07,21,48898800,16003180
562,1990,07,22,48985200,16089453
563,1990,07,23,49071600,16154328
564,1990,07,24,49158000,16222120
565,1990,07,25,49244400,16302058
566,1990,07,26,49330800,16357539
567,1990,07,27,49417200,16413605
568,1990,07,28,49503600,16506897
569,1990,07,29,49590000,16595209
570,1990,07,30,49676400,16676929
571,1990,07,31,49762800,16744986
572,1990,08,01,49849200,16821013
573,1990,08,02,49935600,16897021
574,1990,08,03,50022000,16976963
575,1990,08,04,50108400,17040346
576,1990,08,05,50194800,17084401
577,1990,08,06,50281200,17160188
578,1990,08,07,50367600,17246221
579,1990,08,08,50454000,17290905
580,1990,08,09,50540400,17341995
581,1990,08,10,50626800,17333387
582,1990,08,11,50713200,17312892
583,1990,08,12,50799600,17315902
584,1990,08,14,50972400,17432212
585,1990,08,15,51058800,17443234
586,1990,08,16,51145200,17636822
587,1990,08,17,51231600,17669291
588,1990,08,18,51318000,17723095
589,1990,08,19,51404400,17734268
590,1990,08,20,51490800,17728379
591,1990,08,21,51577200,17719816
592,1990,08,22,51663600,17705731
593,1990,08,23,51750000,17704246
594,1990,08,24,51836400,17691037
595,1990,08,27,52095600,18013420
596,1990,08,28,52182000,18039757
597,1990,08,29,52268400,18060625
598,1990,08,30,52354800,18131119
599,1990,08,31,52441200,18207802
600,1990,09,01,52527600,18194111
601,1990,09,02,52614000,18183552
602,1990,09,03,52700400,18180891
603,1990,09,04,52786800,18202811
604,1990,09,05,52873200,18189302
605,1990,09,06,52959600,18139035
606,1990,09,07,53046000,18074941
607,1990,09,08,53132400,18050419
608,1990,09,09,53218800,17995353
609,1990,09,10,53305200,17988746
610,1990,09,11,53391600,17953011
611,1990,09,12,53478000,17948106
612,1990,09,13,53564400,17978294
613,1990,09,14,53650800,18017481
614,1990,09,15,53737200,18056375
615,1990,09,16,53823600,18093276
616,1990,09,17,53910000,18132128
617,1990,09,18,53996400,18182438
618,1990,09,19,54082800,18197360
619,1990,09,20,54169200,18217320
620,1990,09,21,54255600,18191703
621,1990,09,22,54342000,18161264
622,1990,09,23,54428400,18198645
623,1990,09,24,54514800,18219330
624,1990,09,25,54601200,18241343
625,1990,09,26,54687600,18255097
626,1990,09,27,54774000,18266826
627,1990,09,28,54860400,18281378
628,1990,09,29,54946800,18307100
629,1990,09,30,55033200,18304256
630,1990,10,01,55123200,18285990
631,1990,10,02,55209600,18253443
632,1990,10,03,55296000,18204159
633,1990,10,04,55382400,18192213
634,1990,10,05,55468800,18144575
635,1990,10,06,55555200,18130006
636,1990,10,07,55641600,18140806
637,1990,10,08,55728000,18143423
638,1990,10,09,55814400,18131592
639,1990,10,10,55900800,18128271
640,1990,10,11,55987200,18148624
641,1990,10,12,56073600,18146085
642,1990,10,13,56160000,18110459
643,1990,10,14,56246400,18109185
644,1990,10,15,56332800,18096464
645,1990,10,16,56419200,18108925
646,1990,10,17,56505600,18072785
647,1990,10,18,56592000,18043309
648,1990,10,19,56678400,18000152
649,1990,10,20,56764800,17856121
650,1990,10,21,56851200,17815135
651,1990,10,23,57024000,17502343
652,1990,10,25,57196800,17502343
653,1990,10,28,57456000,17089075
654,1990,10,29,57542400,17061493
655,1990,10,30,57628800,17033756
656,1990,10,31,57715200,16989381
657,1990,11,01,57801600,16899493
658,1990,11,02,57888000,16817030
659,1990,11,03,57974400,16674588
660,1990,11,04,58060800,16660099
661,1990,11,05,58147200,16600531
662,1990,11,06,58233600,16539657
663,1990,11,07,58320000,16470768
664,1990,11,08,58406400,16421723
665,1990,11,09,58492800,16362118
666,1990,11,10,58579200,16302043
667,1990,11,11,58665600,16183344
668,1990,11,12,58752000,16045919
669,1990,11,13,58838400,15868340
670,1990,11,14,58924800,15786575
671,1990,11,15,59011200,15710103
672,1990,11,16,59097600,15572262
673,1990,11,17,59184000,15465392
674,1990,11,18,59270400,15321217
675,1990,11,19,59356800,15199476
676,1990,11,20,59443200,14996963
677,1990,11,21,59529600,14843025
678,1990,11,22,59616000,14585390
679,1990,11,23,59702400,14387893
680,1990,11,24,59788800,14234551
681,1990,11,25,59875200,14047949
682,1990,11,26,59961600,13868191
683,1990,11,27,60048000,13661012
684,1990,11,28,60134400,13448284
685,1990,11,29,60220800,13207151
686,1990,11,30,60307200,13048706
687,1990,12,01,60393600,12843301
688,1990,12,02,60480000,12682153
689,1990,12,03,60566400,12503577
690,1990,12,04,60652800,12280629
691,1990,12,05,60739200,12098483
692,1990,12,06,60825600,11861209
693,1990,12,07,60912000,11648208
694,1990,12,08,60998400,11488831
695,1990,12,09,61084800,11360943
696,1990,12,10,61171200,11226293
697,1990,12,11,61257600,11013578
698,1990,12,12,61344000,10732744
699,1990,12,13,61430400,10466384
700,1990,12,14,61516800,10165508
701,1990,12,15,61603200,9951339
702,1990,12,16,61689600,9704844
703,1990,12,17,61776000,9503330
704,1990,12,18,61862400,9364093
705,1990,12,19,61948800,9193902
706,1990,12,20,62035200,9079760
707,1990,12,21,62121600,9017610
708,1990,12,27,62640000,7727413
709,1990,12,28,62726400,7618828
710,1990,12,29,62812800,7543879
711,1990,12,30,62899200,7424608
712,1990,12,31,62985600,7206194
713,1991,01,01,63072000,7025912
714,1991,01,02,63158400,6866695
715,1991,01,03,63244800,6727943
716,1991,01,04,63331200,6564910
717,1991,01,05,63417600,6454309
718,1991,01,06,63504000,6349996
719,1991,01,07,63590400,6231080
720,1991,01,08,63676800,6121784
721,1991,01,09,63763200,5989657
722,1991,01,10,63849600,5882742
723,1991,01,11,63936000,5730339
724,1991,01,12,64022400,5621154
725,1991,01,13,64108800,5470066
726,1991,01,14,64195200,5334990
727,1991,01,15,64281600,5245329
728,1991,01,16,64368000,5147231
729,1991,01,17,64454400,5077357
730,1991,01,18,64540800,4990863
731,1991,01,19,64627200,4904557
732,1991,01,20,64713600,4808385
733,1991,01,21,64800000,4721953
734,1991,01,22,64886400,4649373
735,1991,01,23,64972800,4607682
736,1991,01,24,65059200,4559748
737,1991,01,25,65145600,4493169
738,1991,01,26,65232000,4426013
739,1991,01,27,65318400,4367720
740,1991,01,28,65404800,4291466
741,1991,01,29,65491200,4218299
742,1991,01,30,65577600,4122868
743,1991,01,31,65664000,4024743
744,1991,02,01,65750400,3940257
745,1991,02,02,65836800,3850281
746,1991,02,03,65923200,3749872
747,1991,02,04,66009600,3632263
748,1991,02,05,66096000,3560768
749,1991,02,06,66182400,3482183
750,1991,02,07,66268800,3434115
751,1991,02,08,66355200,3391189
752,1991,02,09,66441600,3364048
753,1991,02,10,66528000,3298923
754,1991,02,11,66614400,3255760
755,1991,02,12,66700800,3230323
756,1991,02,13,66787200,3172060
757,1991,02,14,66873600,3134581
758,1991,02,15,66960000,3096994
759,1991,02,16,67046400,3065199
760,1991,02,17,67132800,3049231
761,1991,02,18,67219200,3027048
762,1991,02,19,67305600,2981148
763,1991,02,20,67392000,2940637
764,1991,02,21,67478400,2888601
765,1991,02,22,67564800,2830102
766,1991,02,23,67651200,2759704
767,1991,02,24,67737600,2701310
768,1991,02,25,67824000,2647201
769,1991,02,26,67910400,2601480
770,1991,02,27,67996800,2587936
771,1991,02,28,68083200,2580590
772,1991,03,01,68169600,2597340
773,1991,03,02,68256000,2614444
774,1991,03,03,68342400,2663863
775,1991,03,04,68428800,2691453
776,1991,03,05,68515200,2707107
777,1991,03,06,68601600,2744616
778,1991,03,07,68688000,2782348
779,1991,03,08,68774400,2836784
780,1991,03,09,68860800,2981496
781,1991,03,10,68947200,3109572
782,1991,03,11,69033600,3241142
783,1991,03,12,69120000,3426381
784,1991,03,13,69206400,3539806
785,1991,03,14,69292800,3668989
786,1991,03,15,69379200,3744156
787,1991,03,16,69465600,3806431
788,1991,03,17,69552000,3908979
789,1991,03,18,69638400,4009627
790,1991,03,19,69724800,4171807
791,1991,03,20,69811200,4315731
792,1991,03,21,69897600,4439983
793,1991,03,22,69984000,4549087
794,1991,03,23,70070400,4684159
795,1991,03,24,70156800,4823513
796,1991,03,25,70243200,5030403
797,1991,03,26,70329600,5170041
798,1991,03,27,70416000,5334807
799,1991,03,28,70502400,5444142
800,1991,03,29,70588800,5516181
801,1991,03,30,70675200,5576822
802,1991,03,31,70761600,5647918
803,1991,04,01,70844400,5722784
804,1991,04,02,70930800,5813076
805,1991,04,03,71017200,5885536
806,1991,04,04,71103600,5985476
807,1991,04,05,71190000,6106937
808,1991,04,06,71276400,6200824
809,1991,04,07,71362800,6332248
810,1991,04,08,71449200,6470372
811,1991,04,09,71535600,6578071
812,1991,04,10,71622000,6694918
813,1991,04,11,71708400,6769174
814,1991,04,12,71794800,6823944
815,1991,04,13,71881200,6932609
816,1991,04,14,71967600,7007813
817,1991,04,15,72054000,7072818
818,1991,04,16,72140400,7142250
819,1991,04,17,72226800,7242839
820,1991,04,18,72313200,7313299
821,1991,04,19,72399600,7410970
